FID,Shape,OBJECTID,FID_Jornad,ecosite1,ecosite2,ecosite3,SUM_Shape_,FID_JERVeg,DOM1,DOM2,DOM3,SUM_Shape1,Shape_Leng,Shape_Area
210,Polygon,211,24,Sandy,Deep sand, ,151764991,100,PRGL,YUEL,SPFL,6825353.19,16008.37743,4964043.016
211,Polygon,212,24,Sandy,Deep sand, ,151764991,101,PRGLD, , ,57616084.18,83897.7368,32406770.46
212,Polygon,213,24,Sandy,Deep sand, ,151764991,105,PRGLD,ARPU, ,7035118.013,7290.320627,2887059.529
213,Polygon,214,24,Sandy,Deep sand, ,151764991,106,PRGLD,ARPU,GUSA,633644.9683,2016.827818,176468.8806
214,Polygon,215,24,Sandy,Deep sand, ,151764991,107,PRGLD,ATCA, ,9995894.241,18001.34107,5774917.128
215,Polygon,216,24,Sandy,Deep sand, ,151764991,108,PRGLD,ATCA,FLCE,1867270.281,12857.26403,1860256.427
216,Polygon,217,24,Sandy,Deep sand, ,151764991,109,PRGLD,ATCA,GUSA,6681452.926,14894.8249,2578712.816
217,Polygon,218,24,Sandy,Deep sand, ,151764991,110,PRGLD,ATCA,PLMU,113981.748,1787.158032,86161.59142
218,Polygon,219,24,Sandy,Deep sand, ,151764991,111,PRGLD,ATCA,SPAI,1037668.452,2046.772652,76114.20232
219,Polygon,220,24,Sandy,Deep sand, ,151764991,112,PRGLD,ATCA,YUEL,938874.3449,2055.67284,125909.1648
220,Polygon,221,24,Sandy,Deep sand, ,151764991,113,PRGLD,BOER,GUSA,1846261.913,7805.752796,1533147.837
221,Polygon,222,24,Sandy,Deep sand, ,151764991,115,PRGLD,CELA,SCBR,326787.7083,64.773391,147.573159
222,Polygon,223,24,Sandy,Deep sand, ,151764991,116,PRGLD,FLCE,ATCA,3507236.075,14969.50298,1132203.647
223,Polygon,224,24,Sandy,Deep sand, ,151764991,118,PRGLD,GUSA, ,29724873.71,52388.02667,12686656.6
224,Polygon,225,24,Sandy,Deep sand, ,151764991,119,PRGLD,GUSA,YUEL,1955386.284,8096.544444,1396325.787
225,Polygon,226,24,Sandy,Deep sand, ,151764991,120,PRGLD,LATR, ,1142044.095,7271.612417,1044759.992
226,Polygon,227,24,Sandy,Deep sand, ,151764991,121,PRGLD,LATR,FLCE,2844662.926,9851.604672,929455.3208
227,Polygon,228,24,Sandy,Deep sand, ,151764991,124,PRGLD,PSSC, ,944266.9304,5873.598047,944266.9304
228,Polygon,229,24,Sandy,Deep sand, ,151764991,125,PRGLD,SCBR,PLMU,214669.9754,168.012216,1601.045483
229,Polygon,230,24,Sandy,Deep sand, ,151764991,126,PRGLD,SPFL, ,61470.9562,947.606835,52623.02661
230,Polygon,231,24,Sandy,Deep sand, ,151764991,127,PRGLD,SPFL,GUSA,2072824.431,8904.484396,1069524.748
231,Polygon,232,24,Sandy,Deep sand, ,151764991,128,PRGLD,SPFL,YUEL,5514872.158,2707.785416,173607.2277
232,Polygon,233,24,Sandy,Deep sand, ,151764991,129,PRGLD,YUEL,ARPU,410110.9343,259.856683,4508.861845
233,Polygon,234,24,Sandy,Deep sand, ,151764991,130,PRGLD,YUEL,GUSA,12676395.23,5351.701357,281046.7971
234,Polygon,235,24,Sandy,Deep sand, ,151764991,131,PRGLSH, , ,455271.0698,2687.50578,228495.5395
235,Polygon,236,24,Sandy,Deep sand, ,151764991,132,PRGLSH,ATCA, ,61344184.43,44332.49413,15597337.51
236,Polygon,237,24,Sandy,Deep sand, ,151764991,133,PRGLSH,GUSA, ,39354090.54,56542.70377,26337148.21
237,Polygon,238,24,Sandy,Deep sand, ,151764991,134,PSSC,PRGLD,ARFI,819842.4375,5067.829178,819842.4375
238,Polygon,239,24,Sandy,Deep sand, ,151764991,135,PSSC,PRGLD,GUSA,467736.0943,3060.078117,467736.0943
239,Polygon,240,24,Sandy,Deep sand, ,151764991,136,PSSC,SPFL,YUEL,796861.1881,3305.409585,570706.5932
240,Polygon,241,24,Sandy,Deep sand, ,151764991,140,SCBR,BOER,ARPU,335337.3538,900.312655,26335.10701
241,Polygon,242,24,Sandy,Deep sand, ,151764991,145,SCBR,KOSP, ,1174020.295,1727.422093,126061.1086
242,Polygon,243,24,Sandy,Deep sand, ,151764991,147,SCBR,PLMU, ,2426297.229,3441.734078,321912.1353
243,Polygon,244,24,Sandy,Deep sand, ,151764991,148,SCBR,PLMU,FLCE,1716426.24,777.668429,29938.22551
244,Polygon,245,24,Sandy,Deep sand, ,151764991,149,SCBR,PLMU,OPSP,3546573.362,2102.056341,46194.92576
245,Polygon,246,24,Sandy,Deep sand, ,151764991,150,SCBR,PLMU,PRGL,1038263.18,1465.729126,40116.19049
246,Polygon,247,24,Sandy,Deep sand, ,151764991,155,SCBR,SPAI,PLMU,464154.6361,1842.635816,154581.137
247,Polygon,248,24,Sandy,Deep sand, ,151764991,157,SCBR,SPFL,FLCE,704881.4085,3827.613299,704881.4085
248,Polygon,249,24,Sandy,Deep sand, ,151764991,159,SPFL,ARPU, ,251335.0229,2938.21944,232701.826
249,Polygon,250,24,Sandy,Deep sand, ,151764991,160,SPFL,ARPU,PRGL,1203988.032,3847.861933,770223.406
250,Polygon,251,24,Sandy,Deep sand, ,151764991,161,SPFL,ARPU,YUEL,7375763.938,21280.1874,4844592.62
251,Polygon,252,24,Sandy,Deep sand, ,151764991,162,SPFL,GUSA,PRGL,884368.1104,2049.827803,226980.9126
252,Polygon,253,24,Sandy,Deep sand, ,151764991,163,SPNE,EPTO, ,2321955.057,892.243157,12962.92584
253,Polygon,254,24,Sandy,Deep sand, ,151764991,164,YUEL,PRGL,GUSA,386546.6708,3246.300924,385065.5681
254,Polygon,255,24,Sandy,Deep sand, ,151764991,165,YUEL,PRGLD, ,414716.4026,866.972033,24519.24871
255,Polygon,256,25,Sandy,Deep sand,Shallow sandy,36229137.91,2,ARPU,PLMU,PRGL,123354.5101,1467.091604,123354.5101
256,Polygon,257,25,Sandy,Deep sand,Shallow sandy,36229137.91,9,BOER,PRGL,YUEL,1349749.198,7072.027555,1188193.165
257,Polygon,258,25,Sandy,Deep sand,Shallow sandy,36229137.91,11,BOER,SPFL,PRGL,3191301.946,301.811318,4043.517904
258,Polygon,259,25,Sandy,Deep sand,Shallow sandy,36229137.91,26,FLCE,PLMU,PRGL,101920.8984,2094.41451,101920.8984
259,Polygon,260,25,Sandy,Deep sand,Shallow sandy,36229137.91,30,FLCE,PRGL,PLMU,82068.72888,1667.93307,82068.72888
260,Polygon,261,25,Sandy,Deep sand,Shallow sandy,36229137.91,58,PLMU,FLCE,SCBR,1163875.112,1536.40423,56423.96749
261,Polygon,262,25,Sandy,Deep sand,Shallow sandy,36229137.91,66,PLMU,SCBR,OPSP,1257991.714,970.319878,24011.76075
262,Polygon,263,25,Sandy,Deep sand,Shallow sandy,36229137.91,75,PRGL,BOER, ,2136391.017,2307.298499,228806.8069
263,Polygon,264,25,Sandy,Deep sand,Shallow sandy,36229137.91,78,PRGL,BOER,YUEL,8985471.574,21031.387,4216885.643
264,Polygon,265,25,Sandy,Deep sand,Shallow sandy,36229137.91,80,PRGL,GUSA, ,254274.3534,1925.498662,163353.2076
265,Polygon,266,25,Sandy,Deep sand,Shallow sandy,36229137.91,93,PRGL,SPFL,GUSA,21268255.85,10498.19412,2500830.736
266,Polygon,267,25,Sandy,Deep sand,Shallow sandy,36229137.91,94,PRGL,SPFL,YUEL,10553949.99,1461.241589,61670.47198
267,Polygon,268,25,Sandy,Deep sand,Shallow sandy,36229137.91,95,PRGL,YUEL,ARPU,3571571.024,4156.032143,530904.5267
268,Polygon,269,25,Sandy,Deep sand,Shallow sandy,36229137.91,96,PRGL,YUEL,EPTR,119150.2092,1235.508175,83370.99839
269,Polygon,270,25,Sandy,Deep sand,Shallow sandy,36229137.91,100,PRGL,YUEL,SPFL,6825353.19,5080.067692,715238.7201
270,Polygon,271,25,Sandy,Deep sand,Shallow sandy,36229137.91,101,PRGLD, , ,57616084.18,22934.22663,7915063.801
271,Polygon,272,25,Sandy,Deep sand,Shallow sandy,36229137.91,106,PRGLD,ARPU,GUSA,633644.9683,3140.805566,457176.0878
272,Polygon,273,25,Sandy,Deep sand,Shallow sandy,36229137.91,107,PRGLD,ATCA, ,9995894.241,7737.49388,1423226.733
273,Polygon,274,25,Sandy,Deep sand,Shallow sandy,36229137.91,109,PRGLD,ATCA,GUSA,6681452.926,1142.624332,63956.52297
274,Polygon,275,25,Sandy,Deep sand,Shallow sandy,36229137.91,112,PRGLD,ATCA,YUEL,938874.3449,4141.684562,305635.2708
275,Polygon,276,25,Sandy,Deep sand,Shallow sandy,36229137.91,118,PRGLD,GUSA, ,29724873.71,12156.47321,3149164.897
276,Polygon,277,25,Sandy,Deep sand,Shallow sandy,36229137.91,119,PRGLD,GUSA,YUEL,1955386.284,4490.705844,516917.3557
277,Polygon,278,25,Sandy,Deep sand,Shallow sandy,36229137.91,130,PRGLD,YUEL,GUSA,12676395.23,19777.2891,1721790.838
278,Polygon,279,25,Sandy,Deep sand,Shallow sandy,36229137.91,133,PRGLSH,GUSA, ,39354090.54,20147.09636,8013899.941
279,Polygon,280,25,Sandy,Deep sand,Shallow sandy,36229137.91,162,SPFL,GUSA,PRGL,884368.1104,2104.944148,164059.6951
280,Polygon,281,25,Sandy,Deep sand,Shallow sandy,36229137.91,164,YUEL,PRGL,GUSA,386546.6708,202.616888,1481.102841
281,Polygon,282,25,Sandy,Deep sand,Shallow sandy,36229137.91,165,YUEL,PRGLD, ,414716.4026,221.992977,1735.71474
282,Polygon,283,26,Sandy,Loamy,Clayey,6504750.434,21,FLCE,LATR,LYBE,606360.9239,3696.510029,601449.8879
283,Polygon,284,26,Sandy,Loamy,Clayey,6504750.434,22,FLCE,LATR,PLMU,2217269.929,4233.90066,494362.2049
284,Polygon,285,26,Sandy,Loamy,Clayey,6504750.434,24,FLCE,LYBE,PLMU,285531.8971,2553.273965,285531.8971
285,Polygon,286,26,Sandy,Loamy,Clayey,6504750.434,25,FLCE,PLMU, ,293183.9004,2773.41851,223299.5483
286,Polygon,287,26,Sandy,Loamy,Clayey,6504750.434,28,FLCE,PLMU,SCBR,7147095.878,8052.97898,1035433.858
287,Polygon,288,26,Sandy,Loamy,Clayey,6504750.434,33,FLCE,SCBR,PLMU,17413694.84,1449.066283,59667.13328
288,Polygon,289,26,Sandy,Loamy,Clayey,6504750.434,38,LATR, , ,814026.9469,1002.809164,54789.40676
289,Polygon,290,26,Sandy,Loamy,Clayey,6504750.434,40,LATR,FLCE, ,432781.2282,4869.766306,418710.5628
290,Polygon,291,26,Sandy,Loamy,Clayey,6504750.434,41,LATR,FLCE,BOCU,103218.9627,1544.843056,103218.9627
291,Polygon,292,26,Sandy,Loamy,Clayey,6504750.434,42,LATR,FLCE,MUPO,4064330.818,8945.273633,625546.423
292,Polygon,293,26,Sandy,Loamy,Clayey,6504750.434,43,LATR,FLCE,PLMU,43342492.31,8776.649883,1459207.533
293,Polygon,294,26,Sandy,Loamy,Clayey,6504750.434,44,LATR,FLCE,PRGL,4058201.27,4295.46692,460967.5064
294,Polygon,295,26,Sandy,Loamy,Clayey,6504750.434,60,PLMU,MUPO,LATR,427479.9829,1952.06679,200365.5106
295,Polygon,296,26,Sandy,Loamy,Clayey,6504750.434,63,PLMU,SCBR, ,1297601.537,1612.244302,93443.87298
296,Polygon,297,26,Sandy,Loamy,Clayey,6504750.434,67,PLMU,SCBR,PRGL,1165251.326,1170.199244,16806.10239
297,Polygon,298,27,Sandy,Loamy,Deep sand,154795964.8,3,ARPU,SPFL, ,583649.5255,1502.459251,96304.38263
298,Polygon,299,27,Sandy,Loamy,Deep sand,154795964.8,6,BARE, , ,672734.5624,1680.79271,88437.58721
299,Polygon,300,27,Sandy,Loamy,Deep sand,154795964.8,7,BOER,ARPU,SPFL,553870.958,4004.306034,553870.958
300,Polygon,301,27,Sandy,Loamy,Deep sand,154795964.8,16,EPTR,YUEL,PRGL,72313.04368,1023.027332,72313.04368
301,Polygon,302,27,Sandy,Loamy,Deep sand,154795964.8,17,EPTRD,PRGLD,YUEL,116963.9621,699.820603,22035.88232
302,Polygon,303,27,Sandy,Loamy,Deep sand,154795964.8,19,FLCE,ATCA, ,79659.00781,1200.953423,79659.00781
303,Polygon,304,27,Sandy,Loamy,Deep sand,154795964.8,20,FLCE,CELA,LYBE,9946.841838,404.874595,9946.841838
304,Polygon,305,27,Sandy,Loamy,Deep sand,154795964.8,22,FLCE,LATR,PLMU,2217269.929,8120.613656,316309.8921
305,Polygon,306,27,Sandy,Loamy,Deep sand,154795964.8,27,FLCE,PLMU,PRGLD,1053634.346,4436.508269,318133.9024
306,Polygon,307,27,Sandy,Loamy,Deep sand,154795964.8,28,FLCE,PLMU,SCBR,7147095.878,15684.26646,2635908.523
307,Polygon,308,27,Sandy,Loamy,Deep sand,154795964.8,29,FLCE,PLMU,SPAI,6405086.61,13573.13107,6393445.616
308,Polygon,309,27,Sandy,Loamy,Deep sand,154795964.8,31,FLCE,PRGL,SCBR,523709.4407,3113.571746,410952.8756
309,Polygon,310,27,Sandy,Loamy,Deep sand,154795964.8,32,FLCE,SCBR, ,97830.09883,1632.843461,78153.96739
310,Polygon,311,27,Sandy,Loamy,Deep sand,154795964.8,33,FLCE,SCBR,PLMU,17413694.84,57637.60875,15856143.75
311,Polygon,312,27,Sandy,Loamy,Deep sand,154795964.8,34,FLCE,SPAI,SCBR,2576110.634,9052.864368,2240011.041
312,Polygon,313,27,Sandy,Loamy,Deep sand,154795964.8,43,LATR,FLCE,PLMU,43342492.31,49377.97322,24855559.56
313,Polygon,314,27,Sandy,Loamy,Deep sand,154795964.8,45,LATR,FLCE,PRGLD,2099690.965,8749.638077,975565.955
314,Polygon,315,27,Sandy,Loamy,Deep sand,154795964.8,52,LATR,PRGL,FLCE,47405692.14,42022.53724,7107682.079
315,Polygon,316,27,Sandy,Loamy,Deep sand,154795964.8,54,LATR,PRGLD,FLCE,25483520.6,21666.57704,4300723.571
316,Polygon,317,27,Sandy,Loamy,Deep sand,154795964.8,57,PLMU, , ,397142.9198,564.870466,22882.50083
317,Polygon,318,27,Sandy,Loamy,Deep sand,154795964.8,58,PLMU,FLCE,SCBR,1163875.112,8639.255213,868480.4476
318,Polygon,319,27,Sandy,Loamy,Deep sand,154795964.8,62,PLMU,PRGL,SCBR,403110.3252,2938.36442,96874.86969
319,Polygon,320,27,Sandy,Loamy,Deep sand,154795964.8,63,PLMU,SCBR, ,1297601.537,2068.692828,83255.88817
320,Polygon,321,27,Sandy,Loamy,Deep sand,154795964.8,64,PLMU,SCBR,FLCE,261641.6974,45.355258,75.108152
321,Polygon,322,27,Sandy,Loamy,Deep sand,154795964.8,66,PLMU,SCBR,OPSP,1257991.714,6769.511241,1233979.954
322,Polygon,323,27,Sandy,Loamy,Deep sand,154795964.8,67,PLMU,SCBR,PRGL,1165251.326,728.347141,15846.59376
323,Polygon,324,27,Sandy,Loamy,Deep sand,154795964.8,68,PLMU,SCBR,RHMI,41597.59015,1007.904482,41597.59015
324,Polygon,325,27,Sandy,Loamy,Deep sand,154795964.8,70,PLMU,SPAI,PRGL,138385.6004,2164.187699,138385.6004
325,Polygon,326,27,Sandy,Loamy,Deep sand,154795964.8,71,PLMU,SPAI,SCBR,1583932.87,9295.762869,1583932.87
326,Polygon,327,27,Sandy,Loamy,Deep sand,154795964.8,72,PRGL,ARPU,BOER,3430579.187,12402.46747,3430579.187
327,Polygon,328,27,Sandy,Loamy,Deep sand,154795964.8,73,PRGL,ARPU,GUSA,1581777.474,5929.596015,1571442.364
328,Polygon,329,27,Sandy,Loamy,Deep sand,154795964.8,76,PRGL,BOER,ARPU,578165.2687,3354.400601,578165.2687
329,Polygon,330,27,Sandy,Loamy,Deep sand,154795964.8,78,PRGL,BOER,YUEL,8985471.574,4356.196034,844908.1197
330,Polygon,331,27,Sandy,Loamy,Deep sand,154795964.8,79,PRGL,FLCE,PLMU,3200987.036,8742.764545,2984132.203
331,Polygon,332,27,Sandy,Loamy,Deep sand,154795964.8,81,PRGL,LATR,FLCE,500214.3077,4612.182634,436076.0724
332,Polygon,333,27,Sandy,Loamy,Deep sand,154795964.8,83,PRGL,PLMU, ,2662502.849,928.291986,19333.93589
333,Polygon,334,27,Sandy,Loamy,Deep sand,154795964.8,84,PRGL,PLMU,ARPU,130268.8802,2222.914367,130268.8802
334,Polygon,335,27,Sandy,Loamy,Deep sand,154795964.8,86,PRGL,PLMU,SCBR,7980669.164,28280.56316,6843884.468
335,Polygon,336,27,Sandy,Loamy,Deep sand,154795964.8,87,PRGL,PLMU,SPAI,2179474.814,15977.14205,813763.0836
336,Polygon,337,27,Sandy,Loamy,Deep sand,154795964.8,88,PRGL,RHMI,SCBR,47370.77851,1589.990922,47370.77851
337,Polygon,338,27,Sandy,Loamy,Deep sand,154795964.8,90,PRGL,SCBR,ARPU,135352.1206,1718.942354,135352.1206
338,Polygon,339,27,Sandy,Loamy,Deep sand,154795964.8,91,PRGL,SCBR,PLMU,5336197.438,24263.47145,5309101.709
339,Polygon,340,27,Sandy,Loamy,Deep sand,154795964.8,93,PRGL,SPFL,GUSA,21268255.85,30506.49817,8604299.74
340,Polygon,341,27,Sandy,Loamy,Deep sand,154795964.8,94,PRGL,SPFL,YUEL,10553949.99,21375.3169,5818713.479
341,Polygon,342,27,Sandy,Loamy,Deep sand,154795964.8,95,PRGL,YUEL,ARPU,3571571.024,18791.03656,2550294.062
342,Polygon,343,27,Sandy,Loamy,Deep sand,154795964.8,98,PRGL,YUEL,FLCE,1557292.909,3064.229777,504948.5172
343,Polygon,344,27,Sandy,Loamy,Deep sand,154795964.8,100,PRGL,YUEL,SPFL,6825353.19,2587.877369,306455.9041
344,Polygon,345,27,Sandy,Loamy,Deep sand,154795964.8,101,PRGLD, , ,57616084.18,30137.11681,3494380.305
345,Polygon,346,27,Sandy,Loamy,Deep sand,154795964.8,105,PRGLD,ARPU, ,7035118.013,6111.551605,458228.6198
346,Polygon,347,27,Sandy,Loamy,Deep sand,154795964.8,107,PRGLD,ATCA, ,9995894.241,2167.007385,171795.3031
347,Polygon,348,27,Sandy,Loamy,Deep sand,154795964.8,110,PRGLD,ATCA,PLMU,113981.748,1022.835346,27820.1564
348,Polygon,349,27,Sandy,Loamy,Deep sand,154795964.8,111,PRGLD,ATCA,SPAI,1037668.452,4565.087784,961554.2501
349,Polygon,350,27,Sandy,Loamy,Deep sand,154795964.8,112,PRGLD,ATCA,YUEL,938874.3449,1502.598682,81176.93273
350,Polygon,351,27,Sandy,Loamy,Deep sand,154795964.8,114,PRGLD,BOER,YUEL,586744.0089,3504.414108,586744.0089
351,Polygon,352,27,Sandy,Loamy,Deep sand,154795964.8,115,PRGLD,CELA,SCBR,326787.7083,2975.078333,326640.1353
352,Polygon,353,27,Sandy,Loamy,Deep sand,154795964.8,116,PRGLD,FLCE,ATCA,3507236.075,13481.00719,2375032.428
353,Polygon,354,27,Sandy,Loamy,Deep sand,154795964.8,117,PRGLD,FLCE,LATR,1520696.644,2665.200658,184682.0022
354,Polygon,355,27,Sandy,Loamy,Deep sand,154795964.8,118,PRGLD,GUSA, ,29724873.71,34674.95981,5101575.042
355,Polygon,356,27,Sandy,Loamy,Deep sand,154795964.8,121,PRGLD,LATR,FLCE,2844662.926,10432.42749,1746655.685
356,Polygon,357,27,Sandy,Loamy,Deep sand,154795964.8,123,PRGLD,PLMU,FLCE,64237.02013,1044.252365,64237.02013
357,Polygon,358,27,Sandy,Loamy,Deep sand,154795964.8,125,PRGLD,SCBR,PLMU,214669.9754,5531.52819,213068.9299
358,Polygon,359,27,Sandy,Loamy,Deep sand,154795964.8,128,PRGLD,SPFL,YUEL,5514872.158,12982.61633,2900983.938
359,Polygon,360,27,Sandy,Loamy,Deep sand,154795964.8,129,PRGLD,YUEL,ARPU,410110.9343,2013.22706,70912.60616
360,Polygon,361,27,Sandy,Loamy,Deep sand,154795964.8,130,PRGLD,YUEL,GUSA,12676395.23,2372.280312,78355.97296
361,Polygon,362,27,Sandy,Loamy,Deep sand,154795964.8,132,PRGLSH,ATCA, ,61344184.43,3232.382862,94796.14859
362,Polygon,363,27,Sandy,Loamy,Deep sand,154795964.8,133,PRGLSH,GUSA, ,39354090.54,25199.56358,2246912.68
363,Polygon,364,27,Sandy,Loamy,Deep sand,154795964.8,136,PSSC,SPFL,YUEL,796861.1881,3787.032837,226154.5948
364,Polygon,365,27,Sandy,Loamy,Deep sand,154795964.8,137,PSSC,YUEL,SPFL,1601384.945,6217.182482,1599385.842
365,Polygon,366,27,Sandy,Loamy,Deep sand,154795964.8,138,SCBR, , ,1911456.447,17886.81298,1873927.551
366,Polygon,367,27,Sandy,Loamy,Deep sand,154795964.8,139,SCBR,BOER, ,484912.749,2945.040494,484912.749
367,Polygon,368,27,Sandy,Loamy,Deep sand,154795964.8,140,SCBR,BOER,ARPU,335337.3538,2375.551586,309002.2468
368,Polygon,369,27,Sandy,Loamy,Deep sand,154795964.8,141,SCBR,BOER,PLMU,1224557.212,6954.16711,1224557.212
369,Polygon,370,27,Sandy,Loamy,Deep sand,154795964.8,142,SCBR,FLCE, ,154354.5627,1937.099268,154354.5627
370,Polygon,371,27,Sandy,Loamy,Deep sand,154795964.8,143,SCBR,FLCE,PLMU,212469.5219,817.505948,24453.32727
371,Polygon,372,27,Sandy,Loamy,Deep sand,154795964.8,144,SCBR,FLCE,SPAI,921956.4758,5155.578499,921956.4758
372,Polygon,373,27,Sandy,Loamy,Deep sand,154795964.8,145,SCBR,KOSP, ,1174020.295,8295.233665,1045768.612
373,Polygon,374,27,Sandy,Loamy,Deep sand,154795964.8,146,SCBR,KOSP,PRGL,751580.3347,4268.046587,463855.301
374,Polygon,375,27,Sandy,Loamy,Deep sand,154795964.8,147,SCBR,PLMU, ,2426297.229,8818.373669,993672.0593
375,Polygon,376,27,Sandy,Loamy,Deep sand,154795964.8,148,SCBR,PLMU,FLCE,1716426.24,8740.360026,1562448.659
376,Polygon,377,27,Sandy,Loamy,Deep sand,154795964.8,149,SCBR,PLMU,OPSP,3546573.362,26178.01172,3500378.436
377,Polygon,378,27,Sandy,Loamy,Deep sand,154795964.8,150,SCBR,PLMU,PRGL,1038263.18,7254.610818,998146.9905
378,Polygon,379,27,Sandy,Loamy,Deep sand,154795964.8,151,SCBR,PRGL, ,37726.43016,768.294064,37726.43016
379,Polygon,380,27,Sandy,Loamy,Deep sand,154795964.8,152,SCBR,PRGL,EPTO,269978.5779,5492.193259,269978.5779
380,Polygon,381,27,Sandy,Loamy,Deep sand,154795964.8,153,SCBR,PRGL,PLMU,108854.5017,1393.922209,77446.43421
381,Polygon,382,27,Sandy,Loamy,Deep sand,154795964.8,154,SCBR,SPAI, ,185194.661,1640.84425,185194.661
382,Polygon,383,27,Sandy,Loamy,Deep sand,154795964.8,155,SCBR,SPAI,PLMU,464154.6361,3723.949169,235104.0862
383,Polygon,384,27,Sandy,Loamy,Deep sand,154795964.8,156,SCBR,SPAI,PRGL,301580.3026,3311.907522,301580.3026
384,Polygon,385,27,Sandy,Loamy,Deep sand,154795964.8,158,SPAI, , ,154524.0585,243.344409,1189.826813
385,Polygon,386,27,Sandy,Loamy,Deep sand,154795964.8,161,SPFL,ARPU,YUEL,7375763.938,18913.28561,1926005.742
386,Polygon,387,27,Sandy,Loamy,Deep sand,154795964.8,162,SPFL,GUSA,PRGL,884368.1104,3332.249432,493327.5385
387,Polygon,388,27,Sandy,Loamy,Deep sand,154795964.8,163,SPNE,EPTO, ,2321955.057,33263.38742,2308992.131
388,Polygon,389,28,Sandy,Shallow sandy, ,15174053.53,3,ARPU,SPFL, ,583649.5255,1329.593453,31712.84843
389,Polygon,390,28,Sandy,Shallow sandy, ,15174053.53,8,BOER,ARPU,YUEL,1697371.497,5159.583236,1277041.142
390,Polygon,391,28,Sandy,Shallow sandy, ,15174053.53,9,BOER,PRGL,YUEL,1349749.198,2344.768781,95206.24858
391,Polygon,392,28,Sandy,Shallow sandy, ,15174053.53,10,BOER,SCBR,YUEL,206364.1524,2017.623258,206304.1621
392,Polygon,393,28,Sandy,Shallow sandy, ,15174053.53,11,BOER,SPFL,PRGL,3191301.946,3307.079247,391652.8472
393,Polygon,394,28,Sandy,Shallow sandy, ,15174053.53,28,FLCE,PLMU,SCBR,7147095.878,4988.708585,323147.4046
394,Polygon,395,28,Sandy,Shallow sandy, ,15174053.53,31,FLCE,PRGL,SCBR,523709.4407,1855.73549,112756.5652
395,Polygon,396,28,Sandy,Shallow sandy, ,15174053.53,33,FLCE,SCBR,PLMU,17413694.84,381.551347,3788.428941
396,Polygon,397,28,Sandy,Shallow sandy, ,15174053.53,34,FLCE,SPAI,SCBR,2576110.634,1210.760789,39481.15603
397,Polygon,398,28,Sandy,Shallow sandy, ,15174053.53,78,PRGL,BOER,YUEL,8985471.574,13406.19188,2696981.987
398,Polygon,399,28,Sandy,Shallow sandy, ,15174053.53,80,PRGL,GUSA, ,254274.3534,136.353163,1044.117927
399,Polygon,400,28,Sandy,Shallow sandy, ,15174053.53,89,PRGL,SCBR, ,418134.7967,1022.523346,42216.97369
400,Polygon,401,28,Sandy,Shallow sandy, ,15174053.53,95,PRGL,YUEL,ARPU,3571571.024,2905.025552,458751.4381
401,Polygon,402,28,Sandy,Shallow sandy, ,15174053.53,96,PRGL,YUEL,EPTR,119150.2092,947.129012,35779.19557
402,Polygon,403,28,Sandy,Shallow sandy, ,15174053.53,98,PRGL,YUEL,FLCE,1557292.909,4460.352095,677831.3412
403,Polygon,404,28,Sandy,Shallow sandy, ,15174053.53,99,PRGL,YUEL,GUSA,208405.5173,3013.289178,208405.5173
404,Polygon,405,28,Sandy,Shallow sandy, ,15174053.53,100,PRGL,YUEL,SPFL,6825353.19,2367.79839,214701.9664
405,Polygon,406,28,Sandy,Shallow sandy, ,15174053.53,101,PRGLD, , ,57616084.18,6359.800824,2381319.589
406,Polygon,407,28,Sandy,Shallow sandy, ,15174053.53,130,PRGLD,YUEL,GUSA,12676395.23,16072.95224,2330868.564
407,Polygon,408,28,Sandy,Shallow sandy, ,15174053.53,143,SCBR,FLCE,PLMU,212469.5219,2587.217026,188016.1944
408,Polygon,409,28,Sandy,Shallow sandy, ,15174053.53,147,SCBR,PLMU, ,2426297.229,9416.20942,1110713.036
409,Polygon,410,28,Sandy,Shallow sandy, ,15174053.53,148,SCBR,PLMU,FLCE,1716426.24,2171.1939,121167.6854
410,Polygon,411,28,Sandy,Shallow sandy, ,15174053.53,155,SCBR,SPAI,PLMU,464154.6361,2432.932965,74469.41283
411,Polygon,412,28,Sandy,Shallow sandy, ,15174053.53,159,SPFL,ARPU, ,251335.0229,599.377746,18633.19679
412,Polygon,413,28,Sandy,Shallow sandy, ,15174053.53,160,SPFL,ARPU,PRGL,1203988.032,3598.647133,433764.6022
413,Polygon,414,28,Sandy,Shallow sandy, ,15174053.53,161,SPFL,ARPU,YUEL,7375763.938,7072.818621,605165.5761
414,Polygon,415,28,Sandy,Shallow sandy, ,15174053.53,165,YUEL,PRGLD, ,414716.4026,912.953287,31144.95451
415,Polygon,416,30,Shallow sandy,Deep sand, ,7013.853676,108,PRGLD,ATCA,FLCE,1867270.281,423.901023,7013.853676
416,Polygon,417,31,Shallow sandy,Sandy, ,25419663.04,9,BOER,PRGL,YUEL,1349749.198,1188.558712,66349.78585
417,Polygon,418,31,Shallow sandy,Sandy, ,25419663.04,11,BOER,SPFL,PRGL,3191301.946,6302.268513,2031651.414
418,Polygon,419,31,Shallow sandy,Sandy, ,25419663.04,75,PRGL,BOER, ,2136391.017,9628.715595,739514.9744
419,Polygon,420,31,Shallow sandy,Sandy, ,25419663.04,77,PRGL,BOER,SPFL,3243984.413,12879.42705,2850105.656
